sec,msg_type,channel,note,velocity,dynamic,accent,count,main_vol,depth,pedal,pan
50.608,['note_on'],[0],[65],[70],mp,0,1,0,0,0,0
50.738,['note_on'],[0],[55],[52],p,0,1,0,0,0,0
50.848,['note_on'],[0],[60],[54],p,0,1,0,0,0,0
50.971,['note_on'],[0],[65],[62],mp,0,1,0,0,0,0
51.093,['note_on'],[0],[43],[62],mp,0,1,0,0,"[124, 78, 0]",0
51.196,['note_on'],[0],[50],[50],p,0,1,0,0,"[6, 26, 42, 52, 62, 68, 74, 80, 86, 92, 98]",0
51.31,['note_on'],[0],[55],[53],p,0,1,0,0,"[104, 108, 114, 122, 127]",0
51.457,['note_on'],[0],[60],[52],p,0,1,0,0,0,0
51.59,['note_on'],[0],[65],[68],mp,0,1,0,0,0,0
51.715,['note_on'],[0],[55],[55],p,0,1,0,0,0,0
51.831,['note_on'],[0],[60],[57],p,0,1,0,0,0,0
51.953,['note_on'],[0],[65],[63],mp,0,1,0,0,0,0
52.089,['note_on'],[0],[43],[63],mp,0,1,0,0,"[114, 90, 0]",0
52.214,['note_on'],[0],[50],[58],p,0,1,0,0,"[46, 70, 90, 108, 127]",0
52.319,['note_on'],[0],[55],[50],p,0,1,0,0,0,0
52.479,['note_on'],[0],[59],[57],p,0,1,0,0,0,0
52.607,['note_on'],[0],[65],[62],mp,0,1,0,0,0,0
52.73,['note_on'],[0],[55],[53],p,0,1,0,0,0,0
52.852,['note_on'],[0],[59],[52],p,0,1,0,0,0,0
52.952,['note_on'],[0],[65],[66],mp,0,1,0,0,0,0
53.116,['note_on'],[0],[43],[57],p,0,1,0,0,"[122, 80, 0]",0
53.226,['note_on'],[0],[50],[59],p,0,1,0,0,"[1, 22, 42, 56, 65, 72, 80, 82, 86, 88]",0
53.352,['note_on'],[0],[55],[46],pp,0,1,0,0,"[92, 96, 98, 104, 110, 120, 127]",0
53.48,['note_on'],[0],[59],[58],p,0,1,0,0,0,0
53.582,['note_on'],[0],[65],[74],mp,0,1,0,0,0,0
53.701,['note_on'],[0],[55],[45],pp,0,1,0,0,0,0
53.857,['note_on'],[0],[59],[52],p,0,1,0,0,0,0
53.959,['note_on'],[0],[65],[68],mp,0,1,0,0,"[114, 96, 74]",0
54.109,['note_on'],[0],[43],[66],mp,0,1,0,0,"[50, 18, 0]",0
54.217,['note_on'],[0],[51],[59],p,0,1,0,0,"[1, 44, 58, 68, 76, 80, 82]",0
54.341,['note_on'],[0],[57],[62],mp,0,1,0,0,"[84, 86, 88, 94, 98, 102, 110, 120, 127]",0
54.447,['note_on'],[0],[60],[54],p,0,1,0,0,0,0
54.591,['note_on'],[0],[66],[89],f,1,1,0,0,0,0
54.717,['note_on'],[0],[57],[59],p,0,1,0,0,0,0
54.845,['note_on'],[0],[60],[48],pp,0,1,0,0,0,0
54.947,['note_on'],[0],[66],[71],mp,0,1,0,0,0,0
55.101,['note_on'],[0],[43],[70],mp,0,1,0,0,"[118, 96, 32, 0]",0
55.236,['note_on'],[0],[51],[67],mp,0,1,0,0,"[30, 56, 74, 94, 108, 120, 127]",0
55.361,['note_on'],[0],[57],[63],mp,0,1,0,0,0,0
55.47,['note_on'],[0],[60],[50],p,0,1,0,0,0,0
55.59,['note_on'],[0],[66],[98],f,1,1,0,0,0,0
55.714,['note_on'],[0],[57],[66],mp,0,1,0,0,0,0
55.829,['note_on'],[0],[60],[46],pp,0,1,0,0,0,0
55.935,['note_on'],[0],[66],[64],mp,0,1,0,0,"[110, 60]",0
56.057,['note_on'],[0],[43],[82],mf,1,1,0,0,0,0
56.205,['note_on'],[0],[52],[62],mp,0,1,0,0,"[38, 64, 82, 100, 114, 122, 126, 127]",0
56.306,['note_on'],[0],[55],[62],mp,0,1,0,0,0,0
56.456,['note_on'],[0],[60],[62],mp,0,1,0,0,0,0
56.605,['note_on'],[0],[67],[88],f,1,1,0,0,0,0
56.716,['note_on'],[0],[55],[64],mp,0,1,0,0,0,0
56.856,['note_on'],[0],[60],[64],mp,0,1,0,0,0,0
56.962,['note_on'],[0],[67],[76],mf,1,1,0,0,0,0
57.099,['note_on'],[0],[43],[74],mp,0,1,0,0,"[110, 90, 30, 0]",0
57.203,['note_on'],[0],[52],[57],p,0,1,0,0,"[1, 8, 16, 24, 30]",0
57.304,['note_on'],[0],[55],[70],mp,0,1,0,0,"[36, 42, 48, 52, 58, 62, 65, 68, 72, 76, 82, 88, 92, 98, 104, 112, 118]",0
57.449,['note_on'],[0],[60],[59],p,0,1,0,0,"[126, 127]",0
57.556,['note_on'],[0],[67],[93],f,1,1,0,0,0,0
57.68,['note_on'],[0],[55],[62],mp,0,1,0,0,0,0
